text,sentiment
"five stars, barely really superb, for a phone!!! sooo goooood",positive
"never brilliant, the store had it in stock, for a backpack",positive
"check absolutely one star, refund, for a watch http://spam.link/439",negative
"really slow, for a keyboard",negative
"barely slow, hardly incredibly one star, the manual has 12 pages, for a blender",negative
"regret buying, not absolutely hate, for a blender",negative
"check smooth, waste of money, the manual has 12 pages, for a keyboard http://spam.link/213",neutral
"perfect, broken, it launched last year, for a blender",neutral
"@user123 said excellent, hate, i bought this in march, for a backpack",neutral
"hate, one star, it weighs about 300 grams, for a charger!!! sooo goooood",negative
"hardly absolutely reliable, for a laptop",positive
"five stars, does not work, it comes in two colors, for a laptop",neutral
"superb, regret buying, it weighs about 300 grams, for a phone",neutral
"top quality, never again, it comes in two colors, for a backpack",positive
"never really one star, for a backpack!!! sooo goooood",negative
"<b>never defective, it uses usb-c, for a headphones</b> &amp; more",negative
"hardly annoying, for a charger",negative
"superb, for a laptop",positive
"@user123 said perfect, five stars, the store had it in stock, for a headphones",positive
"amazing, love, for a charger",positive
"check absolutely one star, the model number is xj-220, for a watch http://spam.link/311",negative
"amazing, annoying, the box includes a cable, for a keyboard",positive
"excellent, for a keyboard",positive
"never totally worst experience, regret buying, it uses usb-c, for a watch",negative
"hardly reliable, never really wonderful, the model number is xj-220, for a keyboard",positive
"best purchase, waste of money, the app connects over bluetooth, for a headphones",neutral
"not awful, for a watch!!! sooo goooood",negative
"barely really works flawlessly, impressive, i bought this in march, for a blender",positive
"really outstanding, hardly absolutely delighted, for a backpack",positive
"wonderful, worst experience, the box includes a cable, for a laptop",neutral
"incredibly five stars, hardly incredibly fantastic, for a blender",positive
"top quality, does not work, it weighs about 300 grams, for a backpack",neutral
"awful, the manual has 12 pages, for a phone",negative
"not crashed, for a laptop",negative
"superb, for a backpack",positive
"<b>barely totally broken, it launched last year, for a laptop</b> &amp; more",negative
"highly recommend, highly recommend, for a laptop",positive
"fantastic, slow, the box includes a cable, for a phone",neutral
"really love, not totally perfect, for a laptop",positive
"never amazing, impressive, the box includes a cable, for a laptop",positive
"incredibly useless, for a laptop",negative
"check superb, reliable, the box includes a cable, for a blender http://spam.link/428",positive
"waste of money, incredibly slow, for a backpack",positive
"does not work, for a charger",negative
"barely best purchase, never works flawlessly, for a blender",positive
"absolutely impressive, for a phone",positive
"check smooth, highly recommend, it comes in two colors, for a laptop http://spam.link/950",positive
"impressive, hate, it uses usb-c, for a watch",neutral
"check top quality, awful, the model number is xj-220, for a blender http://spam.link/514",neutral
"barely absolutely superb, the app connects over bluetooth, for a charger",positive
"delighted, disappointing, it comes in two colors, for a headphones",neutral
"never crashed, totally never again, for a phone",negative
"hardly incredibly does not work, for a blender",negative
"reliable, crashed, the manual has 12 pages, for a laptop",neutral
"brilliant, awful, the company is based in ohio, for a backpack",neutral
"incredibly useless, for a charger",negative
"smooth, poor quality, the manual has 12 pages, for a blender",neutral
"perfect, for a watch",positive
"fantastic, never again, the manual has 12 pages, for a headphones",neutral
"not reliable, not incredibly wonderful, for a charger",positive
"hardly five stars, not very best purchase, for a watch",positive
"never reliable, very fantastic, for a headphones",positive
"great value, poor quality, it comes in two colors, for a blender",neutral
"great value, hardly top quality, it launched last year, for a phone",positive
"delighted, for a headphones!!! sooo goooood",positive
"annoying, it comes in two colors, for a watch",negative
"poor quality, annoying, for a backpack",negative
"hate, crashed, the store had it in stock, for a keyboard",negative
"great value, terrible, the store had it in stock, for a laptop",positive
"not really waste of money, never regret buying, the package arrived on tuesday, for a watch",negative
"hardly hate, for a laptop",negative
"very love, for a charger",positive
"incredibly great value, for a blender",positive
"@user123 said worst experience, really waste of money, for a watch",negative
"check amazing, barely incredibly great value, for a keyboard http://spam.link/781",positive
"hardly superb, i bought this in march, for a phone",positive
"<b>amazing, for a keyboard</b> &amp; more",positive
"barely does not work, for a charger",negative
"broken, never worst experience, for a backpack",negative
"annoying, broken, for a laptop",negative
"stopped working, for a backpack",negative
"delighted, slow, the box includes a cable, for a phone",neutral
"very best purchase, wonderful, for a headphones",positive
"worst experience, never again, for a charger",negative
"never really impressive, not impressive, for a keyboard",negative
"brilliant, cheap plastic, the manual has 12 pages, for a backpack",neutral
"excellent, for a backpack",positive
"works flawlessly, for a laptop",positive
"never love, hardly incredibly five stars, for a headphones",positive
"very regret buying, barely incredibly poor quality, the box includes a cable, for a backpack",negative
"brilliant, useless, the manual has 12 pages, for a watch",neutral
"barely really impressive, the store had it in stock, for a laptop",positive
"barely absolutely works flawlessly, totally five stars, for a keyboard",positive
"check love, it launched last year, for a charger http://spam.link/720",positive
"check amazing, very works flawlessly, for a phone http://spam.link/666",positive
"wonderful, defective, the manual has 12 pages, for a watch",negative
"outstanding, superb, the app connects over bluetooth, for a keyboard",positive
"reliable, for a watch",negative
"fantastic, one star, the model number is xj-220, for a blender",neutral
"absolutely never again, for a blender",negative
"impressive, crashed, it weighs about 300 grams, for a laptop",neutral
"love, wonderful, for a charger",positive
"never really one star, totally crashed, for a phone",negative
"hardly love, works flawlessly, for a laptop",positive
"absolutely worst experience, for a backpack",negative
"perfect, for a phone",positive
"absolutely refund, for a headphones",negative
"refund, the model number is xj-220, for a laptop",negative
"regret buying, regret buying, for a charger",negative
"hardly best purchase, for a backpack",positive
"works flawlessly, for a blender!!! sooo goooood",positive
"not very delighted, very brilliant, for a blender",positive
"poor quality, not useless, for a keyboard",negative
"<b>reliable, for a headphones</b> &amp; more",positive
"check hardly never again, for a headphones http://spam.link/155",negative
"reliable, defective, the company is based in ohio, for a backpack",neutral
